indicador;municipio;ano;resultado
17.1.2.3.2;2402204;2010;73
16.1.2.2.1.2.1;2402303;0;0
16.1.2.2.1.2.2;2402303;0;0
16.1.2.2.2.2.1;2402303;0;0
16.1.2.2.2.2.2;2402303;0;0
16.1.2.2.3.2.1;2402303;0;0
16.1.2.2.3.2.2;2402303;0;0
2.4.3.1.3.2.4;2402303;2010;394
2.4.3.1.3.2.5;2402303;2010;1098
3.2.1.1;2402303;2010;98.7
20.4.1.3;2402303;2010;15
1;2402303;2013;15.81
3.4.1;2402303;2015;None
3.4.2;2402303;2015;None
3.4.3;2402303;2015;None
